Name,Item,2007-12-31,2008-12-31,2009-12-31,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-12-31
에이테크솔루션,부채총계,46065802,56926400,71861391,95606842,93762892.21,118591529.4,111989884.8,115352283.9,106180828.7,92423478.31,99924237.74,107951977.1,118142375.4,109604674.1
에이테크솔루션,유동부채,39076078,49577336,61065997,86188582,81651343.72,109151443.5,93647042.45,103576600.1,99476297.98,80890726.45,89378853.58,103318048.9,113185762.5,95080237.18
에이테크솔루션,순부채,15817666,14148362,15595300,29676164,42677406.65,55612637.61,54834718.47,57178382.67,49188615.92,39999093.94,43122755.48,50685043.52,53925753.95,44537880.74
에이테크솔루션,자본총계,11438489,20900621,45987802,64467858,74001587.91,69309577.33,68507033.93,68287974.32,65482349.87,66969703.87,66447633.65,67988689.46,70071671.68,71877322.74
에이테크솔루션,매출액,101931614,116624209,131664619,192877768,195329176.9,200144658.9,203827570.2,217286673.3,179934202.3,229079838,212932769.6,193979393.1,228200652.9,240114700.3
에이테크솔루션,매출총이익,11611241,16573738,18467772,29999865,25976156.35,11760259.37,14916925.52,21058934.05,12841846.35,22903670.8,17378682.74,18038435.92,22281641.38,23016062.55
에이테크솔루션,영업이익,4404482,8230700,10269486,18232844,12810429.95,-4756429.62,-474868.42,3005947.1,-2444847.64,2152087.84,-392513.87,972249.79,2780804.54,4032979.6
에이테크솔루션,당기순이익,4407597,7907058,9522143,19079200,11277743,-4151155.59,-1000281.65,606047.54,-2888951.66,1283216.95,-559271.27,581147.86,1435255,2808351.94
에이테크솔루션,이자비용,1253412,786749,315100,455899,1429224,1812880,1987561,1884169,1607033,1407041,1078542,1304240,1494374,1298158
에이테크솔루션,EBITDA2,7245931,11484190,13923428,23003448,20242075.95,2640954.38,9761415.58,13784815.1,9068082.36,14232377.84,11510437.13,11780061.79,12492588.54,13111738.6
엔에스브이,유동자산,13608999,17143554,30469236,28479096,35325911.01,44135256.28,32219772.08,28146736.74,15217336.46,6199435,,,,
엔에스브이,재고자산,7313417,9028512,13757358,17683054,20501174.55,26107711.13,18287020.42,16762756.11,8760201.11,3411971,,,,
엔에스브이,매출채권및기타채권,5601111,7279689,12639755,5332187,11366303,15098536,11560063,10563044,4470011,1591226,,,,
엔에스브이,당좌자산,6295583,8115041,16711878,10796041,14824737.99,18027544.9,13932751.07,11383979.29,6457134.67,2787465,,,,
엔에스브이,부채총계,13250594,15523876,17928677,24929710,36903492.7,36902370.63,32771133.51,33235935.43,24729265.17,20492129,,,,
엔에스브이,유동부채,10686609,13240505,16284785,16727626,30215696.13,33840010.52,22940736.15,22633539.2,22469693.66,18458952,,,,
엔에스브이,순부채,6679887,9257135,3686169,17401148,24465060.41,26860575.73,22673345.26,22553975.41,16739889.97,14500668,,,,
엔에스브이,자본총계,8483512,11004192,25977754,24300467,26782956.8,27120536.71,19585994.08,19068027.15,13640527,6055389,,,,
엔에스브이,매출액,25475713,27308702,37153338,22136424,30881498.68,44580014.11,49623555.39,40725913.01,27979903.87,16904406,,,,
엔에스브이,매출총이익,6861679,7929672,10550517,2984140,2802944,7091147.34,-1517190.06,2247492.72,-3239721.56,-2083006,,,,
엔에스브이,영업이익,3861731,4713297,6012019,-1731570,-1566578.99,2788677.44,-6404866.05,-2476537.66,-9609133.21,-8263579,,,,
엔에스브이,당기순이익,2595981,2520680,4405427,-1677287,-2247618.21,431934.29,-8308936.14,-4099859.6,-11597605,-11080893,,,,
엔에스브이,이자비용,460901,528314,422048,615117,1263269,1561123,1378362,1410234,1127283,736187,,,,
엔에스브이,EBITDA2,4495958,5485267,6740027,-723659,-431379.99,3992488.44,-5101702.05,-1076760.66,-8238729.21,-7133786,,,,
에스티오,유동자산,22519433,28029927,32626667,30250781,46858511.31,46755228.8,45272423.31,46541436.07,47764286,47462038.75,45168558.92,47631899.17,41106821.12,39807955.76
에스티오,재고자산,14166096,20983390,20231193,22638185,32904271.23,30938861.46,33215301.24,34297756.26,36380879.58,37545930.31,34393971.82,31261743.22,33053477.22,32297480.96
에스티오,매출채권및기타채권,3681718,3997529,5105708,5588013,6239472,6803751,6213522,7079740,7039535,6752738,6633615,6578731,6312775,5724250
에스티오,당좌자산,8353336,7046536,12395474,7612596,13954240.2,15816367.29,12057122.1,12243679.44,11383409.38,9916108.2,10774587.53,15798029.88,8028362.9,7501768.94
에스티오,부채총계,14577131,21846663,22527900,33055600,52060437.28,45853102.31,48028110.33,51375578.2,44901455.7,41601867.28,36669924.58,35609215.61,33043432.19,35636667.48
에스티오,유동부채,8374663,14581270,14603994,18367627,39924929.85,39524713.77,38341082.07,39914439.54,34750413.64,33221699.19,28078452.25,26764010.6,27045397.11,23868995.69
에스티오,순부채,-2311940,7086301,1591574,12399902,20007855.19,23321477.28,18748880.64,24531193.77,23759283.24,19856924.68,16712011.47,7260107.62,22252542.92,26067558.06
에스티오,자본총계,15145011,20255531,25665133,28404032,32605197.73,33600756.65,28291404.41,26877813.37,31136084.49,33858491.83,33661329.23,32979823.36,35125445.66,30423290.22
에스티오,매출액,52496485,69341599,74863947,88261521,99990813.04,95471691.83,86125658.46,93693229.08,101207722.9,100535861,90839468.08,88321594.62,85144201.98,68427471.31
에스티오,매출총이익,38505514,47965332,47969138,57232732,66960023.13,62627497.57,50355381.59,54690168.21,59926625.51,58665733.37,50954184.06,48933506.36,50598571.4,37885751.32
에스티오,영업이익,8628638,7727142,4456482,5270072,7102982.59,5243011.85,-3521202.31,1669886.38,5479416.18,5060739.27,1086781.55,536677.64,5351881.12,-1100305.69
에스티오,당기순이익,6908845,5119747,2511935,3243600,2130455,1660721,-5187158,-1205880,4453844,3213670,-135867,-295168,3273993,-2701845
에스티오,이자비용,7680,486956,543850,838255,1710059,2149955,1766474,1935650,1533413,1287020.97,937383.38,867094.35,1249183.71,1188016.72
에스티오,EBITDA2,9267548,9239420,6657692,7706025,10424750.59,9685431.85,198976.69,4826130.38,8258507.18,7717821.34,3643102.32,2492999.07,9111978.64,2494700.46
티플랙스,유동자산,23671971,24721030,38904591,48609899,73973575.09,68703475.74,76392440.77,61291198.36,56540051.33,61808152.19,68340219.21,67806646.59,71141568.62,68378808.08
티플랙스,재고자산,13790752,12031419,18820642,22929219,26082014.04,27334120.34,25679290.27,23163662.94,23953695.04,23621059.79,27526567.76,29342666.87,32167547.86,30657457.1
티플랙스,매출채권및기타채권,7667300,9043917,14143841,19386735,40140641,33981749,33412917,30736836,26390160,32075527,33897245,32790750,34887598,32224335
티플랙스,당좌자산,9881220,12689610,20083948,25680680,47891561.36,41369354.56,40163150.44,38127535.57,32586356.25,38187093.15,40813651.36,38463979.91,38974020.57,37721351.46
티플랙스,부채총계,19342888,23521290,28304334,34369377,63399734.74,81936589.61,89018353.04,60985184.16,55729897.99,53454172.05,52651310.12,49430278.94,53925057.9,47777993.72
티플랙스,유동부채,10687763,10837323,18504709,22703264,44889035,38140439.68,44304537.95,28985501.73,24146847.65,27409236.33,30027154.22,31478962.34,35700227.68,29641874.3
티플랙스,순부채,13153929,17343185,15525143,20915218,47120039.29,68310552.77,72388553.56,46388955.43,41202818.75,37174314.85,36999311.64,34988736.09,32342278.43,26990130.54
티플랙스,자본총계,16894226,20473002,30864950,35427654,46870630,52188982,52876056,53684871.24,67688044.96,75733998.64,82154116.16,83775195.67,98042781.66,101351301
티플랙스,매출액,53910822,58869426,68486358,104439262,138460771.1,121333472.4,109769137.3,102754411.1,93233988.71,100401650.6,117694298.2,121665672.9,131217032.5,132616586
티플랙스,매출총이익,7048761,7410824,8016158,9694392,12052005.93,8356621.96,7743411.68,9306951.62,8489480.23,8719944.72,8838241.02,8720537.55,9165412.25,9721597.37
티플랙스,영업이익,5320376,5461504,5881640,7076521,8972404.29,5157194.84,4086026.68,4447748.99,2907234.98,3771602.23,3826924.41,3511190.93,3941477.62,4782732.45
티플랙스,당기순이익,5219950,3565969,4065519,4265355,4551075.98,2491319.66,581673.86,1384659.88,1104378.74,1377881.9,2859251.08,2106447.55,2219506.09,3793887.35
티플랙스,이자비용,1068217,1096906,1213949,1809504,1720747,1451873,1350243,2133423,1628792,1254447,1055073,1200246,1184162,739624
티플랙스,EBITDA2,5632518,5853495,6567241,7923222,9960671.43,6203725.89,5234481.4,6152483.34,4578446.73,5494632.77,5623460.41,5482311.52,5776562.38,6514043.52
네프로아이티,유동자산,10178361,15214744,11907689,6082329,,,,,,,,,,
네프로아이티,재고자산,336545,1025852,1315277,294879,,,,,,,,,,
네프로아이티,매출채권및기타채권,5929189,11811214,7197257,1572931,,,,,,,,,,
네프로아이티,당좌자산,9841816,14188891,10592412,5787450,,,,,,,,,,
네프로아이티,부채총계,14481987,21693473,12228891,12827901,,,,,,,,,,
네프로아이티,유동부채,9910758,15373517,9861221,7342750,,,,,,,,,,
네프로아이티,순부채,6312495,16628340,8716105,9638631,,,,,,,,,,
네프로아이티,자본총계,7676362,12439985,15394416,5302892,,,,,,,,,,
네프로아이티,매출액,12117208,26207911,12452330,6467582,,,,,,,,,,
네프로아이티,매출총이익,8728262,19097868,8680043,3278447,,,,,,,,,,
네프로아이티,영업이익,2129896,4739337,-2215170,-6503503,,,,,,,,,,
네프로아이티,당기순이익,1519383,1581639,-3261985,-13964982,,,,,,,,,,
네프로아이티,이자비용,77319,340951,251416,249514,,,,,,,,,,
네프로아이티,EBITDA2,3701473,10364336,2629432,-3923237,,,,,,,,,,
우림피티에스,유동자산,11600563,22118585,33891986,42951640,37493597.62,27928152.64,31429131.93,32214340.82,36566418.04,36740031.46,36199717.43,38086767.31,41027000.78,41201203.16
우림피티에스,재고자산,3189878,5920225,4065445,6388080,6978162.2,7845218.3,7932044.58,8531962.26,8631645.76,9438351.28,7998664.29,10921482.63,13063999.61,16259486.1
우림피티에스,매출채권및기타채권,7282439,13153619,12059323,17037873,17395917,11267855,10281673,14171516,13488723,11888908,10710893,11954954,9246575,8472414
우림피티에스,당좌자산,8410685,16198360,29826542,36563560,30515436.2,20082933.98,23497087.07,23682379.35,27934771.84,27301680,28201052.71,27165284.28,22154456.26,24941717.37
우림피티에스,부채총계,12844299,18066864,12088063,18442771,23113741.52,14773212.82,16499785.7,14829051.64,11484688.42,9101358.11,10461415.81,9227300.03,11428375.65,10649039.03
우림피티에스,유동부채,9824029,16936316,9443724,15691493,18271470,10259733.88,13090805.15,14324930.09,10885757.01,8338070.48,9539797.77,7772862.95,9187526.88,10216888.09
우림피티에스,순부채,3476800,2381990,-14736803,-16613941,-5548679.8,-3695360.98,-7778359.89,-4087981.64,-12978858.77,-13243961.71,-9567589.22,-7682416.74,-11294006.05,-6883269.19
우림피티에스,자본총계,16482844,28460122,56071469,61232110,72847396.28,79304100.81,80365360.04,83183182.15,86727780.52,87277119.85,84868145.98,88392299.34,86780803.61,79181506.54
우림피티에스,매출액,31490654,53902796,44151015,50269064,70022261.34,52729024.42,57006664.51,60310086.18,48976408.22,45674957.88,54162141.98,64315381.74,55506684.67,60109607.9
우림피티에스,매출총이익,9607394,17106367,13304419,10662861,15196470.39,11311813.57,9828863.74,11892538.45,8076279.08,7571702.64,5572025.73,9425515.28,6997853.24,8295708.34
우림피티에스,영업이익,7717482,14136928,10015257,6743407,10129989.35,5344969.65,3111391.37,4732293.62,2041389.48,643724,-1833428.02,2143660.02,-1266370.84,753173.9
우림피티에스,당기순이익,6156617,10970404,8598361,6432923,9431562,5060119.4,1595817,4790691.31,4451660.59,1172549.65,-2010088.78,4223544.86,-666571.49,-7957705.96
우림피티에스,이자비용,237905,233263,223262,213224,328424,324034,307356,322727,76526,78071,52611,34583,33272,28562
우림피티에스,EBITDA2,9189917,15918732,12397605,10702050,13322415.35,9516982.65,7889729.37,9762902.62,7416491.48,5790008,3342874.98,7539942.02,4348345.16,5790752.9
신텍,유동자산,28952335,49633607,68284270,45152634,72939119.21,91591143.18,123564249.6,62164839.64,116212905.9,124279045.3,110699264.1,,,
신텍,재고자산,663839,4270154,3255465,1219974,1076332.79,24405905.1,6278350.19,3898403.1,4140642.91,7001610.9,9751711.16,,,
신텍,매출채권및기타채권,20758826,37661420,53102911,32333310,48096437,52327309,103243426,51385402,95536763,97621557,80557461,,,
신텍,당좌자산,28288496,45363452,65028804,43932659,71862785.05,67185239.98,117285900.2,58266436.71,112072263.9,117277434.1,100947553.1,,,
신텍,부채총계,24630868,52378469,60649634,97159561,138108199.5,145837266.6,178443905.7,142391686.7,162166450.9,149266807.5,161897672.6,,,
신텍,유동부채,22675934,46377426,54286862,78103504,122722165.7,75894751.25,118368733.6,127382174.6,102405787.1,112160391,136620753.4,,,
신텍,순부채,5643538,18891060,21453633,53224896,55593559.03,82461990.91,125678370,83038830.74,79766819.48,60405967.44,55062962.7,,,
신텍,자본총계,18371722,22310151,45910659,18225377,28543678.12,39348180.64,48095713.56,30226503.31,62794232.34,83130586.6,43795824.79,,,
신텍,매출액,50281730,83464096,133202090,101351589,160745674.2,117685697.8,223514390.7,127134963.6,130689892.3,160716710.9,127612387.3,,,
신텍,매출총이익,7355870,15721309,18282209,6144670,14489355.04,6821206.37,6798259.7,-9849606.78,26397131.29,25671524.22,-14828352.28,,,
신텍,영업이익,5376667,12297195,13062859,-1890333,1704708.32,-8701969.23,-5334105.67,-25287023.14,9571239.93,10149843.78,-30626822.95,,,
신텍,당기순이익,4036541,4045962,8583330,-4539294,814662.13,11006622.23,-14206742.51,-33877038.44,912912.85,2041120.91,-45801338.28,,,
신텍,이자비용,729023,1101234,1502782,2129212,3029214,4686851,7633538,6760797,6990472,7164471,6501529,,,
신텍,EBITDA2,5631276,12752538,13968179,-1021559,3861713.32,-6211410.23,-2201131.67,-20760073.14,14221208.93,14717864.78,-25255661.95,,,
흥국,유동자산,13894023,13497082,15147413,23919741,34252809.72,42818720.97,39634474.34,37921106.55,36351980,21599352.23,33800811.8,45108296.03,47838286.83,64157164.23
흥국,재고자산,6602146,10271318,4700346,8124761,9601248.66,7655315.49,7842755.13,8576477.08,8174100.33,7921498.12,11548776.76,16485532.8,15130319.01,18630431.73
흥국,매출채권및기타채권,4339485,2189990,7437210,13846954,16810496.69,10432370,10670255,9397578,7130522.49,11442341.97,19136991.68,17905403.8,16214913.03,25415048.85
흥국,당좌자산,7291878,3225766,10447067,15794981,24651561.07,20185034.86,16813348.27,14366258.07,13199509.57,13677854.11,22252035.05,28622763.22,32707967.82,45526732.51
흥국,부채총계,9317036,8752803,7380061,14914339,49837955.56,46917009.12,39041362.8,33202227.15,26574617.73,19760646.88,22779701.36,26678794.15,24869272.44,34526283.25
흥국,유동부채,8791463,8243961,5081409,11479049,19716240.22,20658197.25,24690497.22,15545549.54,19925896.49,13363593,18946340.69,20769599.02,21733179.44,24864364.9
흥국,순부채,1615713,6192136,1239031,6420513,29928298.97,27559560.6,22984436.11,19738013.59,14110553.88,8156511.39,5929835.3,-1938931,-6957427.38,-2832318.51
흥국,자본총계,15572539,17603969,20951866,25123520,40345256.14,42570377.7,45003425.31,45924310.31,46828753.56,49724721.25,55255750,61658445.61,67488994.99,74031445.33
흥국,매출액,46410803,48416188,31081872,61091456,107972998.7,90278478.72,78820114.96,73042470.67,64346196.09,62732006.13,91625419.76,118012453.7,104480160,119116418.8
흥국,매출총이익,8978966,6882736,2664595,6691053,13738435.48,10451366.34,9508237.26,7753348.18,7257353.15,9664469.87,14838542.53,17929192.18,18019181.2,23624100.64
흥국,영업이익,6776781,4429182,819163,3909270,9224280.29,5543632.75,4994699.01,3113090.75,2647754.13,5153770.89,8824174.56,11139830.89,8887375.48,15608367.66
흥국,당기순이익,4512598,2691793,-127354,4773270,7056787.75,3525892.08,3254944.62,1669996.74,1410304.23,3618604.65,6952612.04,8316696.58,7002937.05,11754325.42
흥국,이자비용,264742,353895,322719,213496,1168280.5,1963694.95,1363955.91,1011649.47,682488.17,417625.92,220980.92,217247.07,264764.41,175217.21
흥국,EBITDA2,7344238,5245846,1632566,4594393,10536541.63,9049917.94,9008012.08,7220097.52,6852189.99,9184165.05,12140453.23,14119312.06,11963735.35,18755151.51
SDN,유동자산,13884832,30989679,64620882,121797029,108909329,51763969.86,38850494.5,35867128.37,19886302.89,18735037.64,32497018.37,39045610.04,48161407.23,61107000.73
SDN,재고자산,5034265,5140757,12310042,8824731,10729108.37,11256490.71,7619435.2,9407869.54,8171460.32,8058023.54,7332691.78,7489152.93,13091299.69,9646922.48
SDN,매출채권및기타채권,4300089,8288547,43394441,74182742,88480986.19,33644332.7,26643325,24646028,9208642,8383077,20317601,22628364,28389525,20944291
SDN,당좌자산,8850565,25848920,52310840,112972297,98180220.65,40507479.15,31231059.44,26459258.56,11714842.62,10677012.9,25164326.85,31555256.35,35050107.41,50814239.47
SDN,부채총계,11179188,50224552,56146245,111649701,121474411.3,82838553.41,61971114.93,54075250.78,52057218.45,48528225.72,55790956.09,50703483.51,59426831.3,103943906.5
SDN,유동부채,8139711,27337294,46148534,85948043,110408835.8,70240804.43,50423839.4,48404888,42827128.19,38604076.06,47273261.8,41409832.07,48546735.81,54786126.33
SDN,순부채,1932179,32423247,45781004,91512209,100154997.7,75736888.98,52881817.57,45167206.22,43024933.28,39069634.64,41942210.48,37497381.14,40779966.36,65388666.78
SDN,자본총계,11875694,15493338,49645694,59150475,67917778,42520333.76,51987722.02,45918989.26,48239258.15,49097355.16,53626753.97,66939258.68,76030910.09,90246089.51
SDN,매출액,50324188,84921453,100551517,115543136,150017876.3,29662282.42,39842569.17,42294518.35,48181735.49,36206832.34,52641982.58,60887354.16,65023507.03,80000728.32
SDN,매출총이익,14134620,14426393,13221514,20810954,26157998.86,2614138.43,12433144.89,10835247.35,16120908.95,11491545.41,14741762.27,15536916.6,17340765.55,15344065.28
SDN,영업이익,5489391,5636689,5964908,10338053,12835653.12,-14106464.79,1977879.78,1100674.59,5517421.42,1437635.51,3771413.82,2901648.75,2958981.23,227279.38
SDN,당기순이익,3545539,4142518,8882042,4723879,11978185,-20727740,-1761963.87,-8339333.6,806620.96,-965516.23,2736511.73,1952704.41,3993852.01,8358656.23
SDN,이자비용,331004,1150387,2717727,3835814,7626239,6618851,5355740,4448313,3562496,2700829,3000358,3544411,2523445,2511121
SDN,EBITDA2,5891857,6564759,8355309,12617722,15231788.12,-11632152.79,4168156.78,2887839.59,7334874.42,3427740.51,5872892.82,5067423.75,4956987.23,3189312.38
한국정밀기계,유동자산,76505956,125811562,179344628,163210177,176761359.6,163681449.4,150262196.7,136262142.7,109441452.6,95831436.41,81034506.99,68017362.87,63194051.74,51924084.52
한국정밀기계,재고자산,31761046,89085696,107010334,90019821,94863144.43,96576538.6,94586301.13,83651970.5,79033740.68,73456134.75,55739775.98,46283364.18,41128122.42,37108172.64
한국정밀기계,매출채권및기타채권,27432428,17875563,41180269,35188081,35287490,34111211,22590141,18822310,9614404,6427246,6976657,10549666,14148610.88,8988177.3
한국정밀기계,당좌자산,44744908,36725865,72334295,73190356,81898213.93,67104911.23,55675894.71,52610172.66,30407712.23,22375303.54,25294730.53,21733998.61,22065928.84,14815911.87
한국정밀기계,부채총계,68321820,116467115,103948958,60978963,72056649.35,56865444.71,46417904.66,46532605.23,31866999.27,28421634.94,31336289.36,33144547.26,29215332.39,30388698.6
한국정밀기계,유동부채,62727391,113139704,92285315,53595948,66930075.91,51027077.13,43617076.22,35617560.69,23379083.71,28421634.94,29985189.51,30233947.69,25678288.96,28088727.79
한국정밀기계,순부채,-11357793,1303822,9442292,-18600822,-19320533.1,-1933678.68,-5570293.43,-6792463.21,2494212.81,3854859.54,273894.33,4403863.75,10365835.87,13818971.06
